USER,USER,followed_at,notification_preference
U000003,U000229,2022-05-13 06:48:37,all
U000001,U000320,2024-12-15 10:37:03,all
U000001,U000144,2025-03-28 06:31:33,none
U000005,U000164,2024-11-07 18:18:39,mentions
U000012,U000632,2025-03-27 12:50:13,
U000002,U000052,2025-07-29 16:02:10,
U000001,U000254,2022-01-13 20:38:11,
U000003,U000517,2024-07-27 22:45:32,mentions
U000014,U000748,2023-11-11 20:29:15,
U000021,U000699,2023-03-30 15:26:14,mentions
U000005,U000529,2022-04-23 06:03:07,all
U000001,U000652,2025-04-14 10:22:16,mentions
U000002,U000601,2022-07-26 10:22:03,none
U000001,U000094,2025-11-13 07:42:24,none
U000001,U000970,2024-06-29 18:50:58,none
U000020,U000889,2022-11-30 00:48:19,
U000001,U000417,2025-10-01 10:59:42,
U000014,U000292,2022-07-29 13:53:55,all
U000004,U000360,2023-01-30 03:30:38,
U000002,U000254,2024-08-25 13:27:11,all
U000004,U000330,2023-11-29 20:55:21,none
U000003,U000646,2024-09-05 21:55:00,mentions
U000004,U000900,2025-12-02 06:23:00,mentions
U000002,U000114,2023-01-25 12:46:53,all
U000003,U000938,2025-05-25 02:21:23,
U000001,U000678,2022-12-13 14:59:37,all
U000001,U000425,2023-12-27 16:39:55,none
U000010,U000108,2023-02-20 15:21:35,all
U000001,U000525,2022-04-13 14:34:15,all
U000001,U000459,2025-03-23 17:41:52,
U000008,U000282,2024-09-04 02:22:59,mentions
U000003,U000667,2023-04-17 10:38:35,all
U000023,U000019,2023-08-15 11:25:27,all
U000004,U000852,2023-01-23 00:12:01,all
U000001,U000868,2025-06-03 11:39:56,mentions
U000002,U000237,2025-03-27 09:43:09,
U000001,U000250,2023-12-10 22:31:25,
U000003,U000885,2024-03-11 02:31:22,
U000004,U000826,2022-05-01 22:11:22,
U000003,U000946,2024-10-07 06:27:34,all
U000002,U000068,2024-02-01 05:04:19,
U000001,U000705,2023-12-10 10:58:54,mentions
U000015,U000271,2025-06-16 23:36:04,none
U000030,U000403,2025-08-21 01:06:31,mentions
U000010,U000410,2024-09-23 08:02:39,
U000003,U000048,2023-04-09 19:48:54,
U000001,U000607,2024-11-19 07:34:12,mentions
U000003,U000784,2023-11-16 04:20:46,none
U001000,U000932,2025-01-08 14:50:04,none
U000001,U000287,2025-11-24 01:22:48,none
U000004,U000636,2024-12-27 09:02:02,mentions
U000001,U000168,2025-01-26 05:28:30,none
U000001,U000722,2024-10-01 11:45:13,all
U000005,U000466,2025-07-15 12:08:50,none
U000001,U000848,2025-09-22 21:01:51,all
U000003,U000753,2024-02-14 21:25:32,all
U000001,U000067,2022-03-10 12:02:52,mentions
U000004,U000225,2023-08-03 04:34:55,
U000002,U000719,2023-01-12 23:09:33,mentions
U000001,U000936,2024-10-08 00:38:09,mentions
U000001,U000069,2022-07-16 21:50:03,
U000004,U000755,2024-04-01 18:46:34,
U000001,U000350,2023-06-10 23:37:56,
U000001,U000454,2021-12-16 00:12:42,mentions
U000002,U000971,2021-12-08 16:59:38,all
U000001,U000141,2025-05-05 01:55:29,all
U000001,U000280,2024-06-03 10:28:52,
U000001,U000772,2021-12-05 15:44:40,
U000022,U000477,2022-07-30 23:07:22,all
U000001,U000222,2021-12-04 09:14:33,none
U000001,U000897,2023-11-03 02:57:19,
U000204,U000773,2025-11-24 20:46:41,
U000001,U000429,2024-11-07 03:57:14,
U000001,U000112,2023-04-02 10:07:34,mentions
U000006,U000772,2025-01-25 08:26:07,
U000001,U000991,2022-02-25 05:54:50,none
U000007,U000689,2024-09-11 02:41:23,
U000001,U000866,2024-02-26 17:57:13,none
U000002,U000218,2024-11-19 13:35:00,
U000009,U000422,2024-10-03 15:35:42,
U000184,U000302,2024-09-06 21:31:39,none
U000001,U000776,2022-07-09 10:49:36,none
U000002,U000240,2022-11-17 07:24:58,mentions
U000006,U000957,2024-09-27 10:48:40,all
U000010,U000886,2024-03-01 14:07:10,
U000102,U000625,2024-09-18 11:23:57,none
U000001,U000909,2024-06-15 19:44:19,none
U000002,U000393,2022-11-22 11:11:10,
U000001,U000438,2025-06-09 02:00:45,mentions
U000003,U000438,2025-04-13 07:33:53,
U000002,U000236,2024-01-21 08:46:29,all
U000013,U000012,2024-06-11 12:43:42,
U000002,U000370,2022-07-22 15:21:51,
U000053,U000573,2024-04-10 03:11:26,
U000004,U000977,2025-02-18 15:23:59,none
U000002,U000101,2024-02-01 17:12:56,
U000002,U000153,2022-01-22 13:49:04,none
U000045,U000831,2023-03-27 11:27:10,none
U000009,U000013,2025-10-22 17:55:13,mentions
U000001,U000943,2025-05-01 07:37:18,none
U000002,U000550,2022-04-03 13:33:54,all
U000003,U000179,2024-12-29 21:41:54,
U000002,U000437,2024-08-29 05:27:11,
U000018,U000566,2023-08-01 03:43:25,all
U000001,U000027,2025-10-05 12:09:59,
U000001,U000184,2023-09-28 14:16:46,mentions
U000001,U000444,2025-02-15 01:04:55,
U000002,U000334,2023-06-26 08:43:33,
U000022,U000576,2025-02-16 03:52:35,mentions
U000003,U000870,2025-03-22 00:53:15,mentions
U000009,U000306,2022-03-04 06:51:09,none
U000001,U000202,2022-03-02 11:24:21,all
U000092,U000993,2023-12-12 10:42:06,none
U000001,U000638,2025-02-10 19:35:08,all
U000001,U000912,2024-11-09 23:16:04,mentions
U000002,U000261,2025-04-28 17:49:32,mentions
U000003,U000999,2025-02-20 01:41:06,all
U000015,U000859,2022-02-03 15:57:12,none
U000001,U000975,2025-10-13 19:59:47,
U000036,U000911,2024-01-07 09:36:41,all
U000008,U000951,2025-10-09 10:24:54,mentions
U000027,U000771,2024-09-06 06:10:01,mentions
U000064,U000398,2024-06-08 04:40:07,all
U000001,U000423,2022-11-11 07:29:26,none
U000024,U000114,2025-09-30 18:38:14,all
U000007,U000420,2022-03-19 15:33:39,mentions
U000004,U000732,2022-12-03 04:51:55,
U000016,U000947,2022-08-24 07:30:43,
U000001,U000412,2023-07-26 21:06:09,
U000002,U000164,2025-03-04 16:05:02,
U000001,U000256,2023-03-10 06:54:44,mentions
U000003,U000134,2022-01-12 06:07:14,
U000003,U000328,2023-05-30 00:08:50,
U000020,U000319,2023-12-12 20:19:10,
U000007,U000996,2023-02-23 17:05:10,none
U000013,U000641,2024-11-12 03:49:39,
U000002,U000916,2024-05-20 20:25:37,
U000001,U000833,2023-11-29 06:31:13,all
U000002,U000109,2024-06-28 01:41:57,
U000036,U000806,2025-11-07 18:19:31,mentions
U000001,U000338,2025-04-10 06:01:12,all
U000012,U000328,2022-01-18 18:49:07,none
U000001,U000869,2025-09-17 00:06:37,
U000001,U000614,2024-02-10 19:17:52,all
U000007,U000950,2022-01-31 07:50:22,mentions
U000003,U000997,2024-03-05 03:55:52,all
U000011,U000744,2022-07-11 17:36:24,
U000003,U000710,2025-03-21 16:54:55,
U000002,U000104,2022-11-28 06:35:56,
U000005,U000523,2025-10-04 09:13:55,mentions
U000002,U000592,2025-01-21 09:30:09,
U000004,U000675,2021-12-27 23:45:04,all
U000001,U000590,2025-05-16 02:33:05,none
U000001,U000132,2021-12-13 15:19:17,
U000001,U000074,2022-12-23 19:14:36,
U000007,U000061,2022-03-14 10:36:43,none
U000001,U000433,2024-06-04 04:11:51,
U000001,U000898,2023-10-26 20:12:14,none
U000001,U000479,2022-06-19 03:54:14,none
U000004,U000194,2023-08-13 08:14:53,all
U000001,U000816,2022-08-06 11:24:38,none
U000001,U000196,2025-01-28 02:28:56,none
U000008,U000341,2023-01-10 03:11:52,
U000003,U000712,2024-02-13 03:30:06,mentions
U000001,U000779,2022-10-21 13:42:55,
U000297,U000858,2023-04-09 00:38:41,none
U000001,U000236,2023-06-16 18:41:59,mentions
U000001,U000805,2024-02-25 12:29:48,all
U000037,U000004,2024-04-22 11:54:00,mentions
U000003,U000263,2022-02-21 10:41:48,all
U000001,U000930,2025-07-11 02:11:29,none
U000001,U000703,2022-10-07 09:41:29,none
U000002,U000651,2023-09-18 11:29:57,all
U000005,U000785,2024-02-18 10:28:59,
U000001,U000145,2023-02-28 02:00:21,all
U000039,U000892,2024-05-20 11:08:05,mentions
U000002,U000385,2024-02-10 23:50:52,
U000005,U000229,2024-11-17 13:36:31,
U000018,U000631,2025-03-18 07:18:58,
U000007,U000919,2023-07-19 21:21:48,
U000001,U000449,2023-10-18 11:09:23,mentions
U000002,U000879,2022-01-07 18:01:48,all
U000002,U000087,2023-07-05 12:40:21,mentions
U000014,U000430,2022-03-04 08:16:12,
U000001,U000089,2022-03-12 23:17:58,
U000005,U000119,2025-03-31 22:49:30,mentions
U000011,U000158,2024-10-19 23:15:41,
U000001,U000713,2022-04-28 14:37:20,all
U000021,U000050,2025-03-27 15:43:21,
U000061,U000210,2022-01-26 16:46:21,all
U000008,U000932,2024-06-15 12:07:24,mentions
U000004,U000502,2022-11-28 12:50:26,
U000003,U000927,2025-07-09 05:04:16,mentions
U000007,U000233,2025-01-12 03:33:58,all
U000004,U000736,2025-11-25 13:18:31,none
U001000,U000824,2024-11-06 02:32:25,mentions
U000006,U000933,2025-01-01 22:35:42,none
U000004,U000517,2025-01-13 13:38:16,
U000001,U000149,2025-05-03 09:39:03,
U000001,U000900,2024-04-07 07:18:28,mentions
U000005,U000807,2022-06-06 05:57:12,all
U000002,U000527,2021-12-10 09:41:23,all
U001000,U000635,2024-06-17 19:07:42,
U001000,U000143,2022-03-24 12:28:52,all
U000001,U000127,2022-08-23 03:50:33,
U000003,U000453,2022-12-22 19:15:05,all
U000002,U000342,2024-12-23 17:39:25,mentions
U000005,U000248,2025-05-04 15:20:24,
U000006,U000041,2023-08-26 08:02:43,all
U000490,U000436,2022-03-22 14:26:27,
U000004,U000548,2024-02-26 12:59:39,mentions
U000007,U000371,2025-01-27 18:40:57,
U000001,U000543,2025-04-29 12:58:21,mentions
U000003,U000326,2023-01-14 19:31:43,all
U000003,U000108,2023-01-22 10:41:49,
U000001,U000340,2023-05-21 17:32:47,
U000004,U000113,2022-11-30 17:46:06,mentions
U000004,U000567,2022-08-28 02:22:32,none
U000002,U000108,2022-11-28 12:25:04,
U000005,U000134,2025-10-22 08:30:24,none
U000003,U000863,2023-06-12 22:07:25,all
U000005,U000872,2024-07-13 11:23:19,
U000002,U000333,2023-07-24 21:15:21,mentions
U000001,U000410,2025-06-03 06:46:42,mentions
U000001,U000364,2023-02-19 21:45:49,
U000002,U000331,2023-09-07 17:05:20,
U001000,U000616,2025-10-29 14:40:53,none
U000001,U000880,2022-11-02 12:40:22,
U000001,U000314,2025-10-13 13:43:11,
U000002,U000487,2025-03-05 18:25:15,none
U000033,U000593,2024-11-06 16:16:48,none
U000001,U000558,2024-05-25 21:45:36,mentions
U000022,U000406,2024-04-07 11:09:08,
U000003,U000594,2023-07-20 11:52:07,all
U000001,U000375,2023-11-19 10:20:57,all
U000009,U001000,2024-03-11 17:19:43,none
U000004,U000192,2024-03-06 17:27:30,mentions
U000002,U000199,2025-07-30 19:57:37,
U000026,U000516,2023-03-18 20:00:24,mentions
U000001,U000167,2023-11-28 00:00:12,all
U000001,U000397,2024-01-15 05:12:44,mentions
U000003,U000354,2024-12-01 03:38:33,
U000003,U000140,2022-04-07 11:27:41,none
U000003,U000797,2022-09-06 17:12:39,
U000007,U000460,2024-04-19 11:52:45,all
U000007,U000383,2023-04-08 01:28:02,
U000002,U000533,2024-01-09 17:41:06,none
U000003,U000800,2025-05-26 21:34:29,all
U000003,U000081,2023-05-14 21:59:09,mentions
U000003,U000688,2025-06-29 11:45:12,all
U000030,U000782,2023-01-04 18:35:16,mentions
U000005,U000318,2022-12-23 22:19:01,none
U000002,U000016,2024-10-09 18:24:13,
U000001,U000418,2025-11-12 16:18:54,all
U000005,U000547,2023-05-20 19:41:03,
U000003,U000105,2023-01-03 23:42:19,
U000004,U000595,2022-05-17 08:36:55,mentions
U000001,U000963,2023-07-21 18:28:55,none
U000005,U000098,2025-08-06 02:57:59,none
U000021,U000404,2024-02-07 09:08:39,
U000248,U000506,2022-10-11 14:08:26,
U000006,U000250,2024-03-05 13:02:33,none
U000002,U000010,2024-03-10 22:46:22,
U000001,U000106,2023-06-10 16:25:12,
U000001,U000351,2022-10-27 20:54:16,none
U000015,U000894,2023-09-06 18:26:32,
U000004,U000410,2022-02-21 18:38:05,
U000003,U000844,2022-11-24 18:50:26,
U000009,U000017,2023-05-05 19:23:10,
U000001,U000164,2024-06-29 20:09:20,mentions
U000035,U000439,2025-06-28 05:25:02,mentions
U000001,U000409,2025-02-21 20:29:38,none
U000001,U000392,2024-02-06 08:44:54,
U000004,U000155,2023-09-13 05:04:05,
U000033,U000762,2024-04-21 06:23:28,
U000002,U000088,2023-09-30 02:21:02,none
U000001,U000002,2022-09-27 19:16:57,mentions
U000001,U000035,2023-10-10 12:42:20,
U000001,U000116,2022-07-05 05:34:39,mentions
U000001,U000059,2025-03-31 10:33:04,none
U000001,U000715,2022-12-13 15:15:36,none
U000001,U000819,2022-05-05 07:20:24,none
U000002,U000313,2023-09-12 20:07:16,mentions
U000074,U000342,2023-04-25 20:36:41,none
U000003,U000752,2025-03-06 01:32:54,
U000001,U000272,2024-08-02 03:15:12,none
U000009,U000585,2024-01-21 16:47:32,none
U000017,U000998,2025-02-06 06:19:54,mentions
U000331,U000219,2023-03-18 10:40:16,all
U000001,U000262,2022-08-21 06:49:32,none
U000001,U000169,2023-11-03 07:24:39,
U000005,U000142,2025-11-30 06:20:47,all
U000105,U000074,2025-07-12 16:10:36,none
U000020,U000296,2024-09-23 09:40:21,mentions
U000002,U000833,2022-03-16 05:17:20,mentions
U000004,U000380,2023-06-14 19:06:44,
U000002,U000417,2024-08-26 06:22:49,none
U000002,U000392,2023-06-17 14:29:36,
U000431,U000284,2024-11-06 05:00:08,none
U000006,U000692,2023-10-24 19:00:30,all
U000002,U000574,2024-12-25 20:52:53,all
U000001,U000174,2025-05-24 22:14:48,
U000029,U000447,2024-08-25 00:10:31,
U000002,U000151,2024-06-03 16:09:24,
U000001,U000710,2025-01-24 15:45:34,mentions
U000004,U000433,2022-05-07 06:58:39,
U000001,U000263,2022-10-18 21:43:30,
U000001,U000737,2025-10-03 14:22:10,
U000029,U000475,2024-10-17 22:18:47,mentions
U000196,U000011,2024-07-19 09:53:11,mentions
U000006,U000224,2024-02-20 21:34:55,
U000001,U000721,2024-07-28 15:28:36,none
U000001,U000291,2022-10-08 22:03:36,mentions
U000001,U000801,2025-01-12 07:05:15,
U000003,U000494,2025-03-02 05:32:00,all
U000001,U000764,2025-10-06 03:26:31,
U000008,U000495,2024-09-21 03:42:50,
U000012,U000867,2025-02-04 04:12:04,mentions
U000003,U000789,2022-10-19 15:47:00,all
U000001,U000754,2022-04-13 04:04:48,mentions
U000385,U000287,2022-08-17 00:10:55,none
U000003,U000860,2025-08-03 22:29:54,mentions
U000050,U000615,2023-01-02 08:33:10,none
U000456,U000862,2025-07-04 00:15:08,none
U000001,U000875,2022-08-05 18:24:24,
U000002,U000125,2022-09-07 13:19:47,
U000002,U000412,2023-02-28 22:33:30,
U000001,U000038,2025-09-22 15:50:18,mentions
U000001,U000193,2023-09-01 13:59:29,
U000001,U000960,2022-11-22 13:00:09,mentions
U000001,U000031,2023-10-29 12:14:46,all
U000001,U000077,2022-11-23 06:29:49,mentions
U000006,U000631,2025-05-05 19:40:00,
U000001,U000716,2022-07-19 20:58:44,none
U000013,U000914,2024-06-01 16:51:31,
U000003,U000270,2021-12-14 06:26:13,
U000001,U000496,2023-12-01 17:35:40,mentions
U000015,U000008,2023-08-10 04:52:25,
U000002,U000017,2023-10-30 20:35:12,all
U000001,U000390,2024-10-27 02:59:53,
U000002,U000381,2025-10-15 22:32:24,none
U000009,U000832,2024-08-02 11:18:38,none
U000001,U000707,2022-09-19 04:45:47,
U000001,U000302,2024-03-14 15:11:13,mentions
U000001,U000070,2023-07-01 13:16:56,
U000001,U000319,2022-06-18 02:19:25,none
U000005,U000225,2025-07-03 20:31:33,mentions
U000001,U000951,2025-02-11 04:49:43,mentions
U000004,U000348,2022-11-21 13:24:27,all
U000001,U000324,2025-09-11 10:42:45,none
U000010,U000023,2025-03-27 16:17:37,none
U000002,U000013,2023-09-16 11:49:14,
U000003,U000324,2022-12-11 06:34:23,none
U000004,U000656,2025-05-25 10:25:33,
U000001,U000540,2023-01-23 05:25:15,all
U000032,U000970,2022-11-03 04:43:08,
U000001,U000110,2025-06-15 15:05:36,none
U000002,U000995,2024-03-21 21:20:04,all
U000003,U000552,2022-03-31 12:27:35,none
U000004,U000873,2025-10-13 17:08:16,
U000002,U000621,2022-06-14 04:05:22,mentions
U000003,U000604,2024-01-23 00:59:12,all
U000022,U000566,2025-09-11 18:54:31,
U000001,U000927,2022-08-22 20:58:35,mentions
U000010,U000566,2024-08-16 22:47:30,mentions
U000001,U000800,2023-04-28 11:07:34,
U000005,U000226,2025-08-13 15:56:53,
U000002,U000781,2024-09-19 16:42:42,mentions
U000002,U000202,2023-08-23 15:23:23,
U001000,U000235,2022-05-08 01:51:25,
U000001,U000146,2024-12-11 05:32:18,mentions
U000003,U000796,2025-06-30 17:51:51,
U000019,U000406,2025-09-15 03:17:14,all
U000003,U000337,2022-07-12 09:28:46,mentions
U000048,U000419,2022-07-14 02:39:37,none
U000002,U000688,2025-01-29 21:53:25,
U000002,U000870,2023-11-23 01:02:03,all
U000002,U000750,2024-09-26 17:40:39,mentions
U000004,U000162,2021-12-09 00:42:37,none
U000016,U000099,2025-08-29 23:09:32,mentions
U000002,U000483,2025-10-15 15:38:26,
U000001,U000944,2024-07-14 11:55:08,all
U000005,U000613,2024-04-22 18:13:22,none
U000001,U000985,2025-03-26 21:41:55,
U000004,U000844,2023-05-13 12:03:25,none
U000003,U000809,2022-11-10 03:46:42,mentions
U000004,U000382,2023-10-27 17:56:51,all
U000002,U000300,2023-05-13 01:15:54,none
U000009,U000570,2022-05-25 23:39:55,none
U000001,U000273,2022-09-09 20:19:49,
U000008,U000576,2022-03-03 23:00:53,
U000008,U000232,2025-11-06 21:49:05,all
U000004,U000904,2025-05-29 08:52:15,all
U000001,U000383,2023-06-30 09:09:44,none
U000001,U000971,2023-09-30 00:49:01,none
U000002,U000466,2024-04-21 02:48:20,
U000006,U000435,2023-09-25 12:35:37,none
U000011,U000481,2024-09-22 20:03:11,
U001000,U000953,2022-06-06 20:21:13,all
U000005,U000643,2024-11-03 18:15:08,
U000002,U000493,2025-04-06 18:05:18,mentions
U000001,U000917,2021-12-22 17:24:06,
U000005,U000796,2022-03-17 01:25:26,none
U000001,U000996,2024-11-09 22:47:18,none
U000001,U000536,2024-01-17 14:04:48,none
U000006,U000598,2024-05-11 02:55:10,mentions
U000022,U000512,2025-07-21 21:07:12,
U000002,U000083,2023-11-07 17:25:27,mentions
U000003,U000273,2023-06-01 13:36:20,
U000002,U000649,2024-04-12 01:59:16,none
U000001,U000791,2025-07-31 15:10:15,mentions
U000013,U000324,2024-10-24 15:07:52,all
U000012,U000290,2023-10-12 03:37:14,all
U000005,U000121,2022-10-27 21:48:41,
U000004,U000807,2023-07-21 05:44:36,mentions
U000001,U000636,2023-07-22 13:21:24,mentions
U000012,U000795,2023-12-16 20:13:20,none
U000002,U000853,2024-07-25 09:15:17,all
U000007,U000831,2024-06-11 11:37:36,
U000001,U000999,2023-04-12 18:12:13,all
U000001,U000530,2022-08-20 23:52:09,
U000003,U000596,2024-04-22 02:30:17,all
U000005,U000909,2024-05-24 13:01:07,
U000095,U000460,2022-02-15 01:31:38,
U000001,U000380,2023-03-02 16:17:11,
U000014,U000742,2023-12-23 04:39:21,
U000003,U000847,2024-02-17 15:04:37,all
U000003,U000787,2021-12-16 20:41:34,mentions
U000001,U000300,2025-02-18 21:16:20,
U000001,U000283,2025-06-08 15:26:59,mentions
U000001,U000360,2025-02-23 12:40:20,
U000008,U000712,2022-03-09 01:34:43,mentions
U000003,U000340,2024-07-29 12:46:11,
U000003,U000384,2023-04-16 06:19:54,none
U000018,U000410,2022-01-20 22:28:24,mentions
U000002,U000788,2023-02-18 20:03:45,mentions
U000068,U000639,2025-11-06 21:57:40,none
U000004,U000279,2022-06-18 22:28:42,
U000003,U000964,2024-04-18 20:42:46,
U000001,U000148,2024-06-13 05:21:34,
U000030,U000953,2022-01-19 20:39:15,
U000001,U000512,2025-03-06 23:46:56,
U000002,U000440,2024-07-20 19:05:34,mentions
U000001,U000029,2025-06-18 00:00:03,none
U000003,U000572,2024-10-21 08:48:24,
U000001,U000398,2025-06-29 23:56:08,
U000005,U000445,2025-01-22 08:30:59,all
U000008,U000399,2023-12-07 22:05:18,none
U000007,U000407,2023-12-09 23:12:28,none
U000007,U000766,2025-09-19 03:43:50,none
U000048,U000687,2023-10-06 13:22:08,none
U000002,U000433,2025-06-24 12:06:29,none
U000004,U000780,2023-07-27 16:46:21,all
U000002,U000885,2022-06-24 20:09:14,
U000051,U000103,2021-12-23 08:50:10,
U000003,U000373,2025-04-17 06:48:14,
U000002,U000851,2025-10-25 12:08:31,
U000003,U000564,2025-01-04 23:32:12,
U000011,U000561,2023-04-09 06:42:23,
U000075,U000007,2022-03-24 03:47:53,none
U000001,U000455,2023-10-15 13:39:34,none
U000002,U000878,2024-09-17 00:50:29,all
U000201,U000292,2025-08-10 17:06:39,none
U000015,U000843,2025-08-10 15:11:39,mentions
U000010,U000092,2022-01-21 14:17:17,none
U000031,U000090,2025-05-17 00:59:05,
U000001,U000242,2024-10-27 11:31:39,all
U000001,U000692,2022-04-17 21:58:25,none
U000002,U000394,2023-09-11 03:58:42,
U000035,U000138,2025-04-13 23:33:47,mentions
U000001,U000825,2025-04-08 15:38:14,all
U000004,U000471,2024-02-23 01:27:56,
U000005,U000695,2025-01-01 21:13:09,
U000002,U000078,2024-01-26 13:45:32,none
U000024,U000549,2022-12-03 08:56:01,
U000002,U000019,2024-05-23 03:31:37,
U000001,U000405,2024-12-05 08:39:44,mentions
U000021,U000881,2024-04-09 04:56:37,
U000005,U000011,2022-05-19 04:34:42,
U000002,U000034,2023-03-15 13:05:33,
U000017,U000600,2023-03-12 07:48:37,
U000001,U000490,2024-11-12 04:31:36,
U000001,U000564,2022-07-22 21:49:30,mentions
U000001,U000504,2025-03-08 02:33:14,all
U000138,U000161,2022-10-16 05:31:48,mentions
U000002,U000867,2025-03-12 18:44:24,
U000007,U000363,2024-08-22 05:12:33,none
U000001,U000644,2024-07-04 11:36:11,all
U000002,U000600,2022-08-19 10:07:38,
U000001,U000811,2022-10-22 21:59:25,all
U000044,U000410,2025-02-01 11:32:41,all
U000002,U000645,2025-05-03 00:49:07,
U000001,U000606,2022-11-24 05:23:58,mentions
U000001,U000285,2023-11-02 02:48:17,
U000049,U000767,2025-09-21 10:19:40,all
U000961,U000902,2025-06-28 08:25:31,none
U000001,U000225,2024-02-04 02:40:39,
U000001,U000726,2025-01-31 00:10:40,mentions
U000002,U000754,2023-07-17 07:25:48,
U000004,U000525,2022-03-02 13:49:32,
U000001,U000040,2022-02-18 11:49:10,all
U000002,U000463,2022-06-26 09:10:31,all
U000001,U000941,2025-09-23 23:57:26,
U000003,U000985,2024-11-19 02:43:31,mentions
U000006,U000201,2024-12-22 04:12:24,
U000009,U000061,2023-11-29 23:19:43,none
U000011,U000476,2023-04-06 13:52:06,
U000002,U000583,2024-08-14 13:53:42,none
U000761,U000490,2024-05-16 04:30:44,
U000003,U000907,2023-11-27 05:30:45,none
U000005,U000161,2023-08-09 00:04:20,none
U000001,U000441,2023-04-15 16:36:49,none
U000001,U000775,2024-04-26 08:06:57,all
U000013,U000910,2022-11-25 03:46:00,none
U000010,U000937,2025-10-28 01:49:47,
U000002,U000492,2022-02-17 02:10:09,
U000006,U000742,2025-03-12 13:27:50,
U000001,U000396,2025-02-05 16:39:38,mentions
U000002,U000510,2023-07-12 22:41:26,
U000002,U000082,2022-05-05 07:58:24,
U000003,U000166,2023-01-17 00:18:52,
U000001,U000563,2023-12-09 10:06:05,
U000002,U000783,2023-01-26 02:23:15,
U000001,U000727,2024-02-19 01:37:59,
U000005,U000244,2022-03-13 00:54:16,mentions
U000009,U000801,2025-06-08 01:44:16,all
U000003,U000071,2025-03-22 03:46:10,none
U000002,U000055,2022-04-16 17:26:42,
U000009,U000603,2022-07-10 08:18:59,none
U000058,U000484,2023-09-09 15:39:44,none
U000013,U000473,2023-10-16 11:18:19,
U000009,U000767,2025-07-28 13:49:25,
U000006,U000520,2022-12-13 03:08:42,mentions
U000001,U000760,2022-03-09 14:52:12,all
U000002,U000691,2022-02-28 22:04:36,none
U000002,U000162,2025-06-01 04:37:22,mentions
U000011,U000621,2024-06-27 17:38:42,none
U000018,U000153,2022-11-26 10:43:17,none
U000006,U000068,2025-04-12 22:04:55,
U000008,U000316,2024-11-05 02:20:42,all
U000002,U000472,2022-11-15 08:57:29,mentions
U000001,U000689,2023-03-20 06:25:27,none
U000002,U000597,2025-09-29 20:43:15,mentions
U000001,U000688,2022-12-17 08:48:39,
U000049,U000180,2024-05-10 22:42:52,none
U000001,U000977,2025-03-04 09:11:26,mentions
U000004,U000539,2025-08-31 01:00:25,all
U000004,U000106,2022-03-28 07:14:25,all
U000003,U000681,2025-10-26 13:17:27,none
U000004,U000083,2025-09-09 21:18:45,none
U000001,U000888,2023-06-27 16:44:21,mentions
U000001,U000012,2025-07-14 09:09:22,mentions
U000001,U000845,2024-05-13 18:32:30,mentions
U000064,U000508,2024-05-01 16:15:39,mentions
U000045,U000777,2025-11-25 05:25:44,all
U000051,U000446,2022-09-27 08:04:18,mentions
U000001,U000082,2022-11-02 16:01:14,none
U000058,U000868,2022-01-31 00:10:23,all
U000002,U000155,2024-03-16 04:23:04,
U000011,U000583,2024-09-25 11:43:54,mentions
U000018,U000595,2025-07-02 21:07:28,
U000005,U000574,2024-03-30 04:31:37,none
U000004,U000076,2025-09-17 08:15:05,none
U000007,U000630,2023-12-22 19:33:42,
U000024,U000285,2024-01-07 04:49:37,none
U000002,U000296,2022-02-28 20:36:05,all
U000001,U000026,2024-12-17 21:14:48,
U000018,U000823,2025-09-01 14:01:16,all
U000002,U000669,2024-11-23 14:11:51,
U000002,U000888,2024-11-22 02:12:58,all
U000009,U000276,2024-07-10 11:42:16,mentions
U000028,U000224,2024-02-18 04:39:51,
U000009,U000995,2023-07-10 06:30:58,mentions
U000010,U000594,2023-04-18 15:52:38,
U000004,U000362,2022-02-14 19:31:42,
U000001,U000578,2023-05-30 05:34:15,all
U000001,U000683,2024-07-26 03:38:00,none
U000004,U000370,2024-02-08 17:59:08,all
U000017,U000232,2025-01-19 20:55:43,
U000001,U000419,2024-08-21 17:09:29,mentions
U000004,U000251,2025-11-29 10:37:15,
U000040,U000225,2024-01-09 23:10:06,all
U000003,U000565,2025-09-23 01:33:14,all
U000091,U000832,2023-09-11 18:56:30,mentions
U000001,U000055,2023-01-02 01:26:17,none
U000003,U000124,2022-10-17 07:18:20,none
U000003,U000477,2021-12-21 16:44:09,none
U000017,U000640,2023-01-10 11:56:52,mentions
U000010,U000752,2022-05-17 00:08:27,
U000007,U000209,2023-12-28 01:46:00,mentions
U000002,U000613,2023-03-28 11:39:41,none
U000003,U000864,2025-03-30 01:57:41,mentions
U000007,U000609,2021-12-14 09:54:38,mentions
U000018,U000222,2023-04-11 14:42:10,
U000002,U000006,2025-09-19 08:24:13,
U000270,U000101,2021-12-22 14:05:34,none
U000005,U000117,2024-06-10 04:09:58,none
U000001,U000018,2023-08-14 11:59:28,all
U000002,U000363,2022-07-07 09:18:10,none
U000002,U000846,2022-10-10 18:33:12,
U000003,U000127,2025-02-04 07:09:52,
U000003,U000842,2024-10-26 04:35:15,none
U000002,U000250,2023-03-12 10:49:37,none
U000001,U000442,2025-06-12 19:30:25,all
U000003,U000607,2022-05-27 19:37:06,
U000001,U000370,2024-05-16 06:20:02,all
