TWEET,HASHTAG,position_in_tweet,is_promoted
T0000770,H00497,1,False
T0000770,H00051,2,False
T0000770,H00032,3,False
T0000770,H00192,4,False
T0000770,H00118,5,False
T0000771,H00024,1,False
T0000771,H00484,2,False
T0000771,H00381,3,False
T0000771,H00284,4,False
T0000772,H00111,1,False
T0000772,H00152,2,False
T0000772,H00173,3,False
T0000773,H00284,1,False
T0000773,H00003,2,False
T0000774,H00245,1,False
T0000774,H00473,2,False
T0000775,H00374,1,False
T0000775,H00032,2,False
T0000775,H00220,3,False
T0000775,H00138,4,True
T0000776,H00037,1,False
T0000776,H00171,2,False
T0000776,H00494,3,False
T0000777,H00041,1,False
T0000777,H00269,2,False
T0000778,H00451,1,False
T0000779,H00444,1,False
T0000780,H00496,1,False
T0000780,H00269,2,False
T0000780,H00119,3,False
T0000780,H00162,4,False
T0000781,H00456,1,False
T0000781,H00194,2,False
T0000783,H00073,1,True
T0000783,H00239,2,False
T0000784,H00147,1,False
T0000784,H00473,2,False
T0000784,H00351,3,False
T0000784,H00472,4,False
T0000785,H00485,1,False
T0000785,H00446,2,False
T0000786,H00084,1,False
T0000786,H00231,2,False
T0000786,H00122,3,False
T0000787,H00164,1,True
T0000787,H00322,2,False
T0000787,H00347,3,True
T0000788,H00226,1,False
T0000788,H00058,2,False
T0000788,H00212,3,False
T0000789,H00374,1,False
T0000789,H00118,2,False
T0000789,H00444,3,False
T0000790,H00418,1,False
T0000790,H00011,2,False
T0000790,H00064,3,False
T0000791,H00003,1,False
T0000792,H00267,1,False
T0000792,H00347,2,False
T0000792,H00298,3,False
T0000793,H00018,1,False
T0000793,H00417,2,False
T0000793,H00322,3,False
T0000794,H00417,1,False
T0000794,H00496,2,False
T0000795,H00006,1,False
T0000795,H00032,2,False
T0000795,H00281,3,False
T0000795,H00473,4,False
T0000795,H00456,5,False
T0000796,H00232,1,False
T0000796,H00169,2,False
T0000796,H00373,3,False
T0000796,H00091,4,False
T0000797,H00212,1,False
T0000797,H00018,2,False
T0000798,H00169,1,False
T0000798,H00205,2,False
T0000798,H00190,3,False
T0000799,H00484,1,False
T0000799,H00418,2,False
T0000799,H00005,3,False
T0000799,H00217,4,False
T0000799,H00469,5,False
T0000800,H00140,1,True
T0000800,H00308,2,False
T0000801,H00305,1,True
T0000801,H00044,2,True
T0000801,H00210,3,False
T0000801,H00162,4,False
T0000801,H00042,5,True
T0000802,H00306,1,False
T0000802,H00269,2,False
T0000802,H00089,3,False
T0000802,H00343,4,False
T0000803,H00347,1,False
T0000803,H00215,2,False
T0000803,H00009,3,False
T0000804,H00474,1,False
T0000804,H00111,2,False
T0000804,H00433,3,False
T0000804,H00451,4,False
T0000804,H00231,5,False
T0000805,H00478,1,False
T0000805,H00268,2,False
T0000806,H00478,1,False
T0000806,H00058,2,False
T0000807,H00279,1,False
T0000807,H00256,2,False
T0000808,H00462,1,True
T0000808,H00384,2,False
T0000808,H00154,3,False
T0000808,H00284,4,False
T0000809,H00024,1,False
T0000809,H00147,2,False
T0000810,H00413,1,False
T0000811,H00279,1,False
T0000811,H00281,2,False
T0000811,H00010,3,False
T0000812,H00073,1,False
T0000812,H00395,2,False
T0000814,H00369,1,False
T0000814,H00164,2,False
T0000815,H00171,1,False
T0000815,H00421,2,False
T0000815,H00478,3,False
T0000815,H00045,4,False
T0000816,H00371,1,False
T0000816,H00224,2,False
T0000816,H00446,3,False
T0000816,H00428,4,False
T0000816,H00059,5,False
T0000817,H00166,1,False
T0000817,H00344,2,False
T0000817,H00267,3,False
T0000817,H00337,4,False
T0000818,H00288,1,False
T0000818,H00485,2,False
T0000819,H00140,1,False
T0000819,H00456,2,False
T0000819,H00073,3,False
T0000820,H00165,1,True
T0000820,H00487,2,True
T0000821,H00088,1,False
T0000821,H00181,2,False
T0000821,H00084,3,False
T0000821,H00054,4,False
T0000821,H00314,5,False
T0000822,H00169,1,False
T0000822,H00212,2,False
T0000822,H00305,3,False
T0000822,H00487,4,False
T0000823,H00462,1,False
T0000824,H00226,1,False
T0000824,H00171,2,False
T0000825,H00224,1,False
T0000825,H00469,2,False
T0000825,H00043,3,False
T0000826,H00416,1,False
T0000826,H00347,2,False
T0000826,H00381,3,False
T0000826,H00239,4,False
T0000827,H00064,1,False
T0000827,H00024,2,False
T0000827,H00212,3,False
T0000827,H00433,4,False
T0000827,H00223,5,False
T0000828,H00088,1,False
T0000829,H00381,1,False
T0000829,H00444,2,False
T0000829,H00084,3,False
T0000829,H00221,4,False
T0000830,H00220,1,False
T0000831,H00278,1,False
T0000831,H00173,2,False
T0000833,H00308,1,False
T0000834,H00494,1,False
T0000835,H00298,1,False
T0000836,H00024,1,False
T0000836,H00223,2,False
T0000836,H00402,3,False
T0000836,H00165,4,False
T0000836,H00497,5,False
T0000837,H00267,1,False
T0000837,H00334,2,False
T0000838,H00268,1,False
T0000838,H00330,2,False
T0000838,H00220,3,False
T0000839,H00442,1,False
T0000839,H00418,2,False
T0000839,H00399,3,False
T0000840,H00041,1,False
T0000840,H00152,2,False
T0000840,H00176,3,False
T0000840,H00416,4,False
T0000840,H00485,5,True
T0000841,H00232,1,False
T0000841,H00334,2,False
T0000842,H00122,1,True
T0000842,H00232,2,False
T0000843,H00119,1,False
T0000843,H00281,2,False
T0000843,H00231,3,False
T0000843,H00178,4,False
T0000843,H00188,5,False
T0000844,H00192,1,False
T0000844,H00351,2,False
T0000844,H00059,3,False
T0000845,H00091,1,False
T0000845,H00288,2,False
T0000846,H00306,1,False
T0000846,H00165,2,False
T0000847,H00416,1,False
T0000848,H00192,1,False
T0000848,H00268,2,False
T0000848,H00335,3,False
T0000849,H00169,1,False
T0000849,H00058,2,False
T0000849,H00473,3,False
T0000849,H00494,4,False
T0000850,H00073,1,False
T0000850,H00232,2,False
T0000850,H00278,3,False
T0000851,H00496,1,False
T0000851,H00179,2,False
T0000851,H00088,3,False
T0000851,H00322,4,False
T0000851,H00190,5,False
T0000852,H00373,1,False
T0000852,H00005,2,False
T0000852,H00269,3,False
T0000853,H00258,1,False
T0000853,H00005,2,False
T0000854,H00045,1,False
T0000854,H00314,2,False
T0000855,H00473,1,False
T0000855,H00343,2,False
T0000856,H00020,1,False
T0000856,H00256,2,False
T0000857,H00003,1,False
T0000857,H00322,2,False
T0000857,H00143,3,False
T0000857,H00337,4,False
T0000857,H00469,5,False
T0000858,H00470,1,False
T0000858,H00374,2,False
T0000859,H00138,1,False
T0000859,H00421,2,False
T0000859,H00143,3,True
T0000860,H00256,1,False
T0000860,H00358,2,False
T0000861,H00414,1,False
T0000862,H00444,1,False
T0000862,H00044,2,False
T0000862,H00143,3,False
T0000863,H00089,1,False
T0000863,H00380,2,False
T0000863,H00428,3,False
T0000864,H00269,1,False
T0000865,H00223,1,False
T0000865,H00281,2,False
T0000865,H00288,3,False
T0000865,H00119,4,False
T0000865,H00005,5,False
T0000866,H00183,1,False
T0000866,H00337,2,False
T0000866,H00269,3,False
T0000867,H00147,1,False
T0000867,H00323,2,False
T0000868,H00335,1,False
T0000868,H00196,2,True
T0000868,H00037,3,False
T0000868,H00278,4,False
T0000869,H00267,1,False
T0000870,H00344,1,False
T0000870,H00064,2,False
T0000870,H00028,3,False
T0000871,H00279,1,False
T0000871,H00232,2,False
T0000871,H00032,3,False
T0000872,H00269,1,False
T0000872,H00088,2,False
T0000872,H00070,3,False
T0000872,H00374,4,False
T0000873,H00221,1,False
T0000873,H00247,2,False
T0000874,H00288,1,False
T0000874,H00223,2,False
T0000874,H00143,3,False
T0000874,H00226,4,False
T0000874,H00444,5,False
T0000875,H00118,1,False
T0000875,H00166,2,False
T0000875,H00084,3,False
T0000875,H00037,4,False
T0000876,H00143,1,False
T0000876,H00171,2,False
T0000876,H00322,3,False
T0000876,H00121,4,False
T0000877,H00306,1,False
T0000877,H00178,2,False
T0000877,H00177,3,False
T0000877,H00423,4,False
T0000877,H00005,5,False
T0000878,H00064,1,False
T0000878,H00444,2,False
T0000878,H00388,3,False
T0000878,H00416,4,False
T0000879,H00402,1,False
T0000879,H00075,2,False
T0000880,H00075,1,False
T0000880,H00358,2,False
T0000880,H00239,3,False
T0000881,H00225,1,False
T0000881,H00351,2,False
T0000881,H00059,3,False
T0000881,H00171,4,False
T0000881,H00042,5,False
T0000882,H00335,1,False
T0000882,H00208,2,False
T0000882,H00051,3,False
T0000883,H00188,1,False
T0000883,H00373,2,False
T0000883,H00006,3,False
T0000883,H00173,4,False
T0000884,H00231,1,False
T0000884,H00210,2,False
T0000885,H00451,1,False
T0000885,H00043,2,False
T0000885,H00164,3,False
T0000885,H00054,4,False
T0000886,H00194,1,False
T0000886,H00024,2,False
T0000886,H00433,3,False
T0000886,H00198,4,False
T0000887,H00373,1,False
T0000887,H00330,2,False
T0000887,H00138,3,False
T0000887,H00421,4,False
T0000887,H00268,5,False
T0000888,H00284,1,False
T0000888,H00176,2,False
T0000888,H00158,3,False
T0000888,H00178,4,False
T0000889,H00166,1,False
T0000889,H00073,2,False
T0000889,H00348,3,False
T0000889,H00119,4,False
T0000889,H00334,5,False
T0000890,H00497,1,False
T0000890,H00030,2,False
T0000891,H00064,1,False
T0000891,H00428,2,False
T0000891,H00253,3,False
T0000891,H00417,4,False
T0000892,H00373,1,False
T0000892,H00109,2,False
T0000892,H00088,3,False
T0000892,H00194,4,False
T0000892,H00485,5,False
T0000893,H00456,1,False
T0000893,H00463,2,True
T0000893,H00308,3,False
T0000893,H00247,4,False
T0000894,H00223,1,False
T0000894,H00165,2,False
T0000894,H00188,3,False
T0000895,H00122,1,False
T0000895,H00347,2,False
T0000895,H00279,3,False
T0000895,H00487,4,False
T0000895,H00203,5,False
T0000896,H00221,1,False
T0000898,H00462,1,False
T0000898,H00428,2,False
T0000898,H00165,3,True
T0000898,H00005,4,False
T0000898,H00049,5,False
T0000899,H00217,1,False
T0000899,H00162,2,False
T0000899,H00224,3,False
T0000899,H00049,4,False
T0000900,H00268,1,False
T0000901,H00103,1,False
T0000901,H00190,2,False
T0000902,H00351,1,False
T0000902,H00335,2,False
T0000902,H00051,3,False
T0000902,H00430,4,False
T0000903,H00232,1,False
T0000903,H00138,2,False
T0000903,H00011,3,False
T0000903,H00028,4,False
T0000904,H00169,1,False
T0000904,H00233,2,True
T0000905,H00208,1,False
T0000905,H00143,2,False
T0000905,H00024,3,False
T0000906,H00111,1,False
T0000906,H00331,2,False
T0000906,H00122,3,False
T0000906,H00103,4,False
T0000907,H00020,1,False
T0000907,H00005,2,False
T0000907,H00042,3,False
T0000907,H00030,4,False
T0000907,H00190,5,False
T0000908,H00256,1,False
T0000908,H00043,2,False
T0000908,H00331,3,False
T0000909,H00003,1,False
T0000909,H00183,2,True
T0000909,H00305,3,False
T0000910,H00210,1,False
T0000910,H00494,2,False
T0000910,H00478,3,False
T0000911,H00305,1,False
T0000911,H00456,2,False
T0000911,H00005,3,False
T0000912,H00179,1,False
T0000913,H00494,1,False
T0000913,H00196,2,False
T0000914,H00484,1,False
T0000914,H00444,2,False
T0000914,H00190,3,False
T0000915,H00348,1,False
T0000915,H00395,2,False
T0000916,H00446,1,False
T0000916,H00233,2,False
T0000917,H00421,1,False
T0000917,H00371,2,False
T0000917,H00122,3,False
T0000917,H00433,4,False
T0000917,H00446,5,False
T0000919,H00446,1,False
T0000919,H00054,2,False
T0000920,H00159,1,False
T0000920,H00469,2,False
T0000920,H00011,3,False
T0000921,H00165,1,False
T0000921,H00284,2,False
T0000922,H00073,1,False
T0000922,H00417,2,False
T0000922,H00373,3,True
T0000922,H00335,4,False
T0000923,H00218,1,False
T0000923,H00347,2,False
T0000924,H00070,1,False
T0000924,H00018,2,False
T0000924,H00308,3,False
T0000925,H00252,1,False
T0000925,H00267,2,False
T0000925,H00469,3,False
T0000925,H00059,4,False
T0000925,H00194,5,False
T0000926,H00433,1,False
T0000926,H00111,2,False
T0000926,H00037,3,False
T0000926,H00308,4,False
T0000927,H00143,1,False
T0000928,H00321,1,False
T0000928,H00384,2,False
T0000928,H00369,3,False
T0000928,H00484,4,False
T0000929,H00358,1,False
T0000929,H00305,2,False
T0000930,H00386,1,False
T0000930,H00181,2,False
T0000930,H00343,3,False
T0000931,H00471,1,False
T0000931,H00386,2,False
T0000931,H00358,3,False
T0000932,H00028,1,False
T0000932,H00279,2,False
T0000932,H00179,3,False
T0000932,H00278,4,False
T0000933,H00281,1,False
T0000933,H00472,2,False
T0000933,H00070,3,True
T0000934,H00059,1,False
T0000934,H00258,2,True
T0000935,H00395,1,False
T0000935,H00044,2,False
T0000935,H00256,3,True
T0000936,H00058,1,False
T0000936,H00456,2,False
T0000936,H00223,3,True
T0000937,H00058,1,False
T0000937,H00006,2,False
T0000937,H00305,3,False
T0000937,H00381,4,False
T0000938,H00484,1,False
T0000938,H00223,2,False
T0000939,H00059,1,False
T0000939,H00226,2,False
T0000939,H00005,3,False
T0000939,H00433,4,False
T0000940,H00487,1,False
T0000940,H00018,2,True
T0000941,H00075,1,False
T0000941,H00258,2,False
T0000941,H00178,3,False
T0000941,H00373,4,False
T0000942,H00343,1,False
T0000942,H00089,2,False
T0000943,H00395,1,False
T0000943,H00212,2,False
T0000943,H00388,3,False
T0000943,H00037,4,False
T0000944,H00288,1,False
T0000944,H00462,2,True
T0000944,H00239,3,False
T0000944,H00089,4,False
T0000945,H00386,1,False
T0000945,H00331,2,False
T0000945,H00210,3,False
T0000946,H00043,1,True
T0000946,H00284,2,False
T0000946,H00140,3,False
T0000947,H00485,1,False
T0000947,H00267,2,False
T0000947,H00178,3,False
T0000947,H00337,4,False
T0000948,H00374,1,False
T0000948,H00181,2,False
T0000948,H00226,3,False
T0000948,H00194,4,False
T0000949,H00417,1,False
T0000949,H00073,2,False
T0000949,H00176,3,False
T0000949,H00154,4,False
T0000950,H00247,1,False
T0000950,H00258,2,False
T0000950,H00005,3,True
T0000950,H00009,4,False
T0000951,H00221,1,False
T0000951,H00196,2,False
T0000952,H00373,1,False
T0000952,H00218,2,False
T0000953,H00054,1,False
T0000953,H00010,2,False
T0000953,H00414,3,False
T0000953,H00119,4,False
T0000953,H00348,5,False
T0000954,H00064,1,False
T0000954,H00188,2,False
T0000954,H00409,3,False
T0000954,H00119,4,False
T0000954,H00030,5,False
T0000955,H00165,1,True
T0000955,H00337,2,False
T0000955,H00045,3,True
T0000957,H00059,1,False
T0000957,H00269,2,False
T0000957,H00194,3,False
T0000957,H00045,4,False
T0000957,H00288,5,False
T0000958,H00384,1,False
T0000958,H00089,2,False
T0000958,H00344,3,False
T0000958,H00485,4,False
T0000959,H00308,1,False
T0000959,H00423,2,False
T0000959,H00278,3,False
T0000959,H00381,4,False
T0000959,H00471,5,False
T0000961,H00169,1,False
T0000962,H00268,1,True
T0000962,H00154,2,False
T0000962,H00278,3,False
T0000963,H00444,1,False
T0000963,H00343,2,False
T0000963,H00159,3,False
T0000963,H00428,4,False
T0000963,H00402,5,False
T0000964,H00192,1,False
T0000964,H00215,2,False
T0000964,H00335,3,False
T0000964,H00051,4,False
T0000964,H00070,5,False
T0000965,H00223,1,False
T0000965,H00140,2,False
T0000966,H00045,1,False
T0000967,H00280,1,False
T0000967,H00474,2,False
T0000968,H00343,1,False
T0000968,H00463,2,True
T0000968,H00039,3,False
T0000968,H00009,4,False
T0000968,H00310,5,False
T0000969,H00497,1,False
T0000969,H00051,2,False
T0000969,H00020,3,False
T0000970,H00188,1,False
T0000970,H00045,2,False
T0000970,H00256,3,False
T0000970,H00369,4,False
T0000970,H00469,5,False
T0000971,H00212,1,False
T0000971,H00154,2,False
T0000971,H00497,3,False
T0000972,H00239,1,False
T0000973,H00032,1,False
T0000973,H00037,2,False
T0000973,H00196,3,False
T0000974,H00058,1,False
T0000974,H00247,2,False
T0000974,H00215,3,False
T0000975,H00348,1,False
T0000975,H00221,2,False
T0000975,H00165,3,False
T0000976,H00119,1,False
T0000976,H00041,2,False
T0000976,H00247,3,False
T0000976,H00183,4,False
T0000976,H00280,5,False
T0000977,H00463,1,False
T0000977,H00343,2,False
T0000977,H00269,3,False
T0000978,H00003,1,True
T0000978,H00089,2,True
T0000978,H00173,3,False
T0000978,H00347,4,False
T0000979,H00494,1,False
T0000980,H00421,1,False
T0000980,H00121,2,False
T0000980,H00176,3,False
T0000981,H00473,1,False
T0000981,H00194,2,False
T0000981,H00423,3,False
T0000982,H00064,1,False
T0000983,H00147,1,False
T0000983,H00075,2,False
T0000984,H00039,1,False
T0000984,H00478,2,False
T0000984,H00280,3,False
T0000984,H00337,4,False
T0000985,H00373,1,False
T0000985,H00298,2,False
T0000986,H00374,1,False
T0000987,H00198,1,False
T0000987,H00158,2,False
T0000988,H00409,1,False
T0000988,H00018,2,False
T0000988,H00032,3,False
T0000988,H00247,4,False
T0000988,H00177,5,False
T0000989,H00232,1,False
T0000989,H00433,2,True
T0000989,H00470,3,False
T0000989,H00221,4,False
T0000990,H00269,1,False
T0000990,H00280,2,False
T0000990,H00373,3,False
T0000990,H00344,4,False
T0000991,H00308,1,False
T0000991,H00433,2,False
T0000992,H00058,1,False
T0000993,H00388,1,False
T0000994,H00158,1,False
T0000994,H00181,2,False
T0000994,H00159,3,False
T0000995,H00173,1,False
T0000995,H00462,2,False
T0000995,H00208,3,False
T0000995,H00089,4,False
T0000996,H00421,1,False
T0000996,H00226,2,False
T0000997,H00103,1,False
T0000997,H00166,2,True
T0000997,H00198,3,False
T0000998,H00111,1,False
T0000998,H00119,2,False
T0000999,H00386,1,False
T0000999,H00030,2,False
T0001000,H00414,1,False
T0001000,H00305,2,False
T0001000,H00469,3,False
T0001000,H00371,4,False
T0001001,H00381,1,False
T0001001,H00179,2,False
T0001001,H00423,3,False
T0001001,H00028,4,False
T0001003,H00381,1,False
T0001003,H00051,2,False
T0001003,H00451,3,False
T0001003,H00456,4,False
T0001003,H00423,5,False
T0001004,H00205,1,False
T0001004,H00215,2,False
T0001005,H00018,1,False
T0001005,H00054,2,False
T0001005,H00064,3,False
T0001005,H00043,4,False
T0001005,H00374,5,False
T0001006,H00232,1,False
T0001006,H00152,2,False
T0001006,H00413,3,False
T0001007,H00330,1,False
T0001007,H00428,2,False
T0001007,H00284,3,False
T0001008,H00032,1,False
T0001008,H00003,2,False
T0001008,H00337,3,False
T0001009,H00281,1,False
T0001009,H00221,2,False
T0001009,H00233,3,False
T0001009,H00176,4,False
T0001009,H00152,5,False
T0001010,H00188,1,False
T0001010,H00178,2,False
T0001011,H00224,1,False
T0001011,H00473,2,False
T0001011,H00196,3,False
T0001012,H00472,1,True
T0001012,H00418,2,True
T0001013,H00402,1,False
T0001013,H00018,2,False
T0001013,H00469,3,False
T0001013,H00280,4,False
T0001013,H00239,5,False
T0001014,H00154,1,False
T0001014,H00343,2,False
T0001015,H00471,1,False
T0001015,H00247,2,False
T0001015,H00323,3,False
T0001015,H00268,4,False
T0001016,H00245,1,False
T0001016,H00030,2,False
T0001016,H00496,3,False
T0001017,H00221,1,False
T0001017,H00472,2,False
T0001017,H00009,3,False
T0001017,H00474,4,False
T0001018,H00011,1,False
T0001018,H00409,2,False
T0001019,H00223,1,False
T0001019,H00298,2,False
T0001019,H00258,3,False
T0001020,H00089,1,False
T0001021,H00173,1,False
T0001021,H00224,2,False
T0001021,H00051,3,False
T0001021,H00239,4,False
T0001021,H00009,5,False
T0001022,H00176,1,False
T0001022,H00433,2,False
T0001023,H00473,1,False
T0001023,H00380,2,False
T0001023,H00176,3,False
T0001023,H00433,4,False
T0001023,H00095,5,False
T0001024,H00212,1,False
T0001024,H00166,2,False
T0001024,H00280,3,False
T0001025,H00334,1,False
T0001027,H00373,1,False
T0001027,H00456,2,False
T0001027,H00147,3,False
T0001028,H00181,1,False
T0001028,H00231,2,False
T0001028,H00388,3,False
T0001029,H00463,1,False
T0001029,H00414,2,False
T0001029,H00138,3,False
T0001030,H00044,1,False
T0001031,H00109,1,False
T0001031,H00121,2,False
T0001032,H00388,1,False
T0001032,H00305,2,False
T0001033,H00176,1,False
T0001033,H00305,2,False
T0001033,H00005,3,False
T0001033,H00280,4,False
T0001034,H00430,1,False
T0001034,H00223,2,False
T0001034,H00348,3,False
T0001035,H00413,1,False
T0001035,H00399,2,True
T0001035,H00181,3,False
T0001036,H00164,1,False
T0001036,H00347,2,False
T0001037,H00121,1,False
T0001037,H00194,2,False
T0001037,H00471,3,False
T0001037,H00166,4,False
T0001038,H00284,1,False
T0001039,H00188,1,False
T0001039,H00399,2,False
T0001039,H00388,3,False
T0001039,H00075,4,False
T0001039,H00381,5,False
T0001040,H00226,1,False
T0001040,H00042,2,False
T0001040,H00196,3,False
T0001041,H00417,1,True
T0001042,H00177,1,False
T0001042,H00430,2,False
T0001042,H00421,3,False
T0001042,H00332,4,False
T0001043,H00225,1,False
T0001043,H00051,2,False
T0001043,H00466,3,False
T0001043,H00288,4,False
T0001044,H00279,1,True
T0001044,H00041,2,False
T0001044,H00075,3,False
T0001044,H00456,4,False
T0001045,H00466,1,False
T0001045,H00409,2,False
T0001046,H00152,1,False
T0001046,H00030,2,False
T0001046,H00388,3,False
T0001046,H00226,4,False
T0001046,H00444,5,False
T0001048,H00224,1,False
T0001048,H00421,2,False
T0001049,H00059,1,False
T0001050,H00466,1,False
T0001050,H00374,2,False
T0001050,H00423,3,False
T0001051,H00226,1,False
T0001052,H00073,1,False
T0001052,H00252,2,False
T0001052,H00322,3,False
T0001053,H00332,1,True
T0001054,H00335,1,False
T0001054,H00473,2,False
T0001054,H00224,3,False
T0001055,H00417,1,False
T0001055,H00253,2,False
T0001056,H00409,1,False
T0001056,H00298,2,False
T0001057,H00332,1,False
T0001057,H00179,2,False
T0001058,H00428,1,False
T0001058,H00413,2,False
T0001058,H00337,3,False
T0001059,H00111,1,False
T0001059,H00332,2,False
T0001059,H00231,3,False
T0001060,H00374,1,False
T0001060,H00418,2,False
T0001060,H00314,3,False
T0001060,H00298,4,False
T0001061,H00091,1,False
T0001061,H00374,2,False
T0001061,H00054,3,False
T0001061,H00030,4,False
T0001061,H00073,5,False
T0001062,H00258,1,False
T0001062,H00497,2,False
T0001063,H00252,1,False
T0001063,H00198,2,False
T0001063,H00474,3,False
T0001064,H00225,1,False
T0001064,H00497,2,False
T0001065,H00245,1,False
T0001065,H00109,2,False
T0001065,H00188,3,False
T0001066,H00225,1,False
T0001066,H00220,2,False
T0001067,H00381,1,False
T0001067,H00358,2,False
T0001067,H00409,3,False
T0001068,H00421,1,False
T0001068,H00247,2,True
T0001068,H00413,3,False
T0001068,H00305,4,True
T0001069,H00070,1,False
T0001069,H00051,2,False
T0001069,H00456,3,False
T0001070,H00003,1,False
T0001070,H00337,2,False
T0001070,H00305,3,False
T0001070,H00386,4,False
T0001071,H00006,1,False
T0001071,H00284,2,False
T0001071,H00231,3,False
T0001072,H00487,1,False
T0001072,H00226,2,False
T0001072,H00088,3,False
T0001072,H00064,4,False
T0001072,H00463,5,False
T0001073,H00413,1,True
T0001073,H00444,2,True
T0001073,H00173,3,False
T0001073,H00058,4,False
T0001073,H00231,5,False
T0001074,H00373,1,False
T0001074,H00221,2,False
T0001074,H00430,3,False
T0001075,H00143,1,False
T0001075,H00073,2,False
T0001075,H00231,3,False
T0001075,H00223,4,True
T0001076,H00169,1,False
T0001076,H00487,2,False
T0001076,H00181,3,False
T0001077,H00344,1,False
T0001077,H00225,2,False
T0001077,H00028,3,False
T0001077,H00456,4,False
T0001078,H00335,1,False
T0001079,H00388,1,True
T0001079,H00351,2,False
T0001079,H00494,3,False
T0001079,H00070,4,False
T0001079,H00011,5,False
T0001080,H00196,1,False
T0001080,H00239,2,False
T0001080,H00028,3,False
T0001080,H00281,4,False
T0001080,H00380,5,False
T0001081,H00169,1,False
T0001081,H00109,2,False
T0001081,H00269,3,False
T0001081,H00247,4,False
T0001081,H00409,5,False
T0001082,H00402,1,False
T0001082,H00223,2,False
T0001083,H00247,1,False
T0001083,H00091,2,False
T0001084,H00179,1,False
T0001084,H00463,2,False
T0001084,H00181,3,False
T0001085,H00267,1,False
T0001085,H00428,2,False
T0001085,H00331,3,False
T0001085,H00215,4,False
T0001085,H00011,5,False
T0001086,H00070,1,False
T0001086,H00466,2,False
T0001086,H00323,3,False
T0001086,H00223,4,False
T0001086,H00210,5,False
T0001087,H00442,1,False
T0001087,H00198,2,False
T0001088,H00343,1,False
T0001088,H00423,2,False
T0001088,H00344,3,False
T0001089,H00496,1,False
T0001089,H00159,2,False
T0001089,H00430,3,True
T0001090,H00158,1,False
T0001090,H00005,2,False
T0001090,H00177,3,False
T0001090,H00332,4,False
T0001091,H00268,1,False
T0001091,H00469,2,False
T0001092,H00444,1,True
T0001094,H00159,1,True
T0001094,H00138,2,False
T0001095,H00233,1,False
T0001095,H00028,2,False
T0001095,H00384,3,False
T0001095,H00018,4,False
T0001095,H00369,5,False
T0001096,H00221,1,False
T0001096,H00024,2,False
T0001096,H00212,3,False
T0001096,H00344,4,False
T0001097,H00306,1,False
T0001097,H00041,2,False
T0001097,H00159,3,False
T0001097,H00386,4,True
T0001098,H00321,1,False
T0001098,H00278,2,False
T0001098,H00059,3,False
T0001098,H00421,4,False
T0001098,H00091,5,False
T0001099,H00037,1,True
T0001099,H00045,2,False
T0001099,H00413,3,False
T0001100,H00331,1,False
T0001100,H00196,2,False
T0001100,H00140,3,False
T0001101,H00414,1,False
T0001101,H00176,2,True
T0001102,H00256,1,False
T0001102,H00485,2,False
T0001103,H00395,1,False
T0001103,H00416,2,False
T0001103,H00173,3,False
T0001103,H00138,4,False
T0001104,H00451,1,False
T0001104,H00221,2,False
T0001104,H00165,3,False
T0001104,H00278,4,False
T0001104,H00011,5,False
T0001105,H00409,1,False
T0001105,H00045,2,False
T0001105,H00224,3,False
T0001105,H00347,4,True
T0001106,H00147,1,False
T0001107,H00433,1,False
T0001107,H00466,2,False
T0001108,H00045,1,False
T0001108,H00321,2,False
T0001108,H00051,3,False
T0001109,H00332,1,False
T0001109,H00323,2,False
T0001110,H00347,1,False
T0001110,H00451,2,False
T0001111,H00221,1,False
T0001111,H00347,2,False
T0001111,H00084,3,False
T0001112,H00330,1,True
T0001112,H00075,2,False
T0001112,H00058,3,False
T0001113,H00119,1,False
T0001113,H00147,2,False
T0001113,H00463,3,False
T0001113,H00138,4,False
T0001114,H00252,1,False
T0001114,H00232,2,False
T0001114,H00463,3,False
T0001114,H00143,4,False
T0001114,H00011,5,False
T0001115,H00267,1,False
T0001115,H00165,2,False
T0001115,H00198,3,False
T0001116,H00075,1,False
T0001116,H00024,2,False
T0001117,H00095,1,False
T0001117,H00231,2,False
T0001117,H00217,3,False
T0001117,H00006,4,False
T0001117,H00203,5,False
T0001118,H00344,1,False
T0001118,H00380,2,False
T0001118,H00162,3,False
T0001119,H00183,1,False
T0001119,H00409,2,False
T0001119,H00121,3,False
T0001120,H00003,1,False
T0001120,H00269,2,False
T0001121,H00232,1,False
T0001121,H00084,2,False
T0001121,H00484,3,False
T0001122,H00224,1,False
T0001122,H00451,2,False
T0001122,H00006,3,False
T0001123,H00269,1,True
T0001123,H00231,2,False
T0001123,H00268,3,False
T0001123,H00471,4,False
T0001123,H00298,5,True
T0001124,H00042,1,False
T0001124,H00032,2,False
T0001124,H00064,3,False
T0001124,H00278,4,False
T0001125,H00373,1,False
T0001126,H00278,1,False
T0001126,H00472,2,False
T0001127,H00039,1,False
T0001128,H00152,1,False
T0001128,H00051,2,False
T0001128,H00281,3,False
T0001129,H00496,1,False
T0001129,H00210,2,False
T0001130,H00190,1,False
T0001131,H00306,1,False
T0001131,H00140,2,False
T0001131,H00212,3,False
T0001131,H00332,4,False
T0001132,H00306,1,False
T0001133,H00384,1,False
T0001133,H00395,2,False
T0001134,H00190,1,False
T0001134,H00232,2,True
T0001134,H00171,3,False
T0001134,H00225,4,False
T0001135,H00232,1,False
