USER,TWEET,engagement_type,engaged_at,is_organic
U000221,T0004280,like,2023-06-22 05:36:13,True
U000248,T0002632,like,2023-11-13 22:37:28,True
U000142,T0000860,like,2023-11-21 19:44:42,False
U000641,T0002529,like,2025-01-09 01:24:33,True
U000620,T0001840,retweet,2024-08-05 08:40:57,True
U000087,T0000396,like,2025-06-16 06:25:11,True
U000613,T0003480,retweet,2025-07-12 16:43:14,True
U000768,T0001929,like,2024-10-12 09:29:53,True
U000303,T0000719,retweet,2022-04-17 09:21:00,True
U000027,T0004522,retweet,2025-03-27 12:46:44,True
U000453,T0002085,like,2024-01-30 08:14:50,True
U000809,T0003493,like,2023-06-21 21:32:42,True
U000066,T0003303,like,2024-05-29 15:03:01,True
U000386,T0000615,like,2023-04-27 19:34:53,True
U000844,T0002690,retweet,2024-11-18 16:57:19,True
U000752,T0000922,like,2024-03-21 02:05:42,True
U000130,T0003574,like,2024-02-01 02:28:47,True
U000286,T0003347,reply,2025-07-13 15:33:18,True
U000113,T0000988,like,2025-08-16 10:05:09,True
U000161,T0003882,like,2024-02-20 09:50:06,True
U000414,T0003845,retweet,2022-05-27 09:06:16,False
U000704,T0002480,like,2023-08-01 06:32:34,True
U000664,T0000527,retweet,2022-10-17 18:35:49,True
U000077,T0003605,like,2024-12-23 05:28:17,True
U000498,T0003722,quote,2022-07-14 17:43:56,True
U000306,T0003188,like,2022-12-02 22:19:25,False
U000704,T0001172,like,2025-09-19 02:37:12,True
U000053,T0003840,quote,2023-11-13 06:52:21,True
U000632,T0002098,like,2023-11-02 08:14:23,True
U000185,T0000189,quote,2025-05-12 23:52:36,True
U000090,T0000334,like,2023-07-18 07:33:51,True
U000739,T0001683,retweet,2025-05-30 16:37:58,True
U000017,T0004297,like,2024-07-07 03:32:17,False
U000899,T0001129,like,2023-05-31 12:55:44,True
U000112,T0000414,retweet,2022-07-16 09:11:01,True
U000569,T0001888,like,2023-03-17 19:08:40,True
U000406,T0004855,like,2024-08-29 19:42:41,True
U000351,T0004591,like,2022-08-03 12:17:01,True
U000405,T0001286,retweet,2024-08-08 12:19:35,True
U000533,T0002179,quote,2025-01-10 11:11:32,True
U000661,T0004194,reply,2023-09-25 12:10:22,True
U000653,T0004558,like,2023-10-14 23:14:45,True
U000814,T0002378,like,2023-06-13 04:25:58,False
U000523,T0002508,retweet,2024-04-17 19:29:35,True
U000245,T0002529,like,2024-12-22 17:44:48,True
U000434,T0003950,like,2023-06-05 12:33:46,True
U000592,T0003820,retweet,2024-01-04 20:55:32,True
U000338,T0004677,reply,2023-08-02 09:45:48,True
U000002,T0000736,retweet,2022-06-28 10:46:43,False
U000716,T0002847,like,2024-01-29 16:42:06,True
U000592,T0000870,reply,2025-03-13 19:30:02,False
U000331,T0003339,like,2024-03-24 20:45:28,True
U000493,T0000828,like,2023-02-07 09:27:46,True
U000364,T0001860,like,2025-08-09 18:49:52,True
U000759,T0001370,like,2025-04-20 18:07:03,True
U000231,T0003056,like,2023-04-06 23:31:51,True
U000990,T0000808,like,2024-08-01 15:13:08,True
U000980,T0000263,like,2025-04-13 21:01:13,True
U000529,T0000675,retweet,2022-02-02 01:05:03,True
U000891,T0003789,reply,2023-11-13 01:15:20,False
U000865,T0002767,quote,2022-02-23 04:47:51,True
U000554,T0004259,reply,2022-06-12 01:13:32,True
U000820,T0000354,like,2023-08-02 10:16:44,True
U000606,T0000152,like,2022-10-26 00:39:10,False
U000727,T0003665,like,2024-05-08 18:50:13,False
U000948,T0003507,retweet,2022-03-05 15:48:16,True
U000791,T0004513,like,2024-11-14 17:53:00,True
U000113,T0004917,like,2022-07-30 06:11:39,True
U000809,T0001779,like,2023-11-22 12:55:11,True
U000644,T0000584,like,2023-02-27 00:06:22,False
U000874,T0002619,reply,2023-02-18 03:19:43,True
U000607,T0000199,retweet,2022-07-25 13:50:07,True
U000384,T0001789,retweet,2025-05-23 12:28:10,True
U000487,T0004985,like,2024-06-03 19:07:29,True
U000149,T0004554,retweet,2023-08-07 11:47:37,True
U000691,T0002343,retweet,2023-11-09 02:32:44,True
U000547,T0002988,like,2024-08-11 04:25:22,True
U000376,T0002499,like,2023-07-03 05:36:47,True
U000236,T0002057,like,2022-07-21 00:13:49,True
U000596,T0004235,like,2024-02-20 00:39:49,True
U000800,T0001854,like,2024-10-22 20:38:47,False
U000324,T0000282,retweet,2024-09-20 21:34:59,True
U000939,T0004247,like,2025-08-11 19:23:43,False
U000970,T0004264,like,2025-05-28 08:11:38,True
U000561,T0000334,reply,2022-03-15 06:15:38,True
U000291,T0003677,like,2024-05-02 11:30:28,False
U000216,T0003410,reply,2025-09-11 17:23:47,False
U000742,T0003839,like,2025-04-01 04:22:43,True
U000479,T0004895,like,2024-12-14 13:07:23,True
U000783,T0000407,like,2022-02-08 17:21:59,True
U000100,T0002683,like,2022-05-12 16:57:27,True
U000649,T0004698,like,2023-06-24 16:33:29,True
U000898,T0004344,reply,2022-06-22 20:26:30,True
U000886,T0003346,retweet,2023-04-05 19:53:04,True
U000665,T0003969,retweet,2024-11-24 14:41:29,True
U000056,T0003351,like,2025-04-24 03:30:55,True
U000668,T0002872,like,2025-06-15 07:13:33,True
U000247,T0001200,like,2023-11-15 16:36:43,False
U000929,T0001863,retweet,2025-12-02 04:52:37,True
U000018,T0003856,reply,2022-07-29 03:39:32,True
U000675,T0002442,quote,2022-02-20 19:46:08,False
U000205,T0002765,like,2022-09-15 14:23:26,True
U000270,T0000102,retweet,2023-12-04 20:48:48,True
U000318,T0002457,retweet,2025-06-27 21:28:30,True
U000548,T0003627,like,2024-02-16 16:58:36,True
U000318,T0001450,like,2021-12-12 00:11:04,True
U000840,T0003968,like,2024-09-23 13:14:16,True
U000511,T0002453,like,2024-01-26 10:17:19,False
U000648,T0002191,reply,2025-06-08 19:22:11,False
U000900,T0004803,like,2022-01-03 17:00:36,True
U000757,T0004706,like,2025-04-13 06:28:46,True
U000167,T0004724,like,2024-01-08 08:02:12,False
U000301,T0003747,reply,2023-03-27 03:46:21,True
U000415,T0003389,retweet,2025-05-22 22:15:00,True
U000005,T0004885,quote,2023-04-17 21:59:52,True
U000495,T0001127,like,2022-05-21 13:20:10,True
U000478,T0003801,like,2022-07-01 12:43:57,True
U000764,T0004163,like,2025-09-07 15:41:51,True
U000628,T0001579,like,2025-02-18 10:45:15,True
U000808,T0004541,retweet,2025-08-17 06:02:33,True
U000734,T0000185,like,2024-09-21 08:28:11,True
U000756,T0004657,retweet,2024-08-28 20:32:43,True
U000664,T0004487,like,2023-09-05 19:37:02,True
U000006,T0004365,retweet,2024-04-20 19:29:13,True
U000133,T0003617,like,2021-12-22 07:17:28,True
U000861,T0003501,retweet,2024-03-29 07:06:01,True
U000663,T0002171,like,2022-10-17 17:31:00,False
U000962,T0001998,reply,2024-06-29 06:49:44,True
U000952,T0002240,reply,2023-11-10 16:57:25,True
U000939,T0000164,like,2023-01-17 14:57:22,True
U000483,T0002679,quote,2022-03-03 12:41:46,True
U000540,T0000839,retweet,2024-06-17 23:05:34,True
U000089,T0001124,retweet,2022-06-28 14:38:50,False
U000455,T0003550,retweet,2024-04-25 06:36:53,True
U000711,T0003279,reply,2022-09-23 09:40:14,True
U000384,T0000354,retweet,2022-08-16 04:41:38,True
U000342,T0004076,like,2024-05-22 18:32:20,False
U000859,T0003727,like,2024-07-09 04:27:24,True
U000226,T0001496,reply,2024-06-10 06:23:51,True
U000408,T0004247,reply,2024-11-22 09:24:37,True
U000708,T0000414,like,2024-06-26 21:49:45,True
U000899,T0004652,like,2023-05-11 19:01:34,True
U000573,T0003339,like,2025-09-26 19:29:47,True
U000503,T0003874,retweet,2024-08-13 19:47:52,False
U000580,T0001938,like,2022-12-18 11:32:07,False
U000115,T0004083,reply,2022-03-29 13:03:37,True
U000684,T0001045,like,2025-11-08 10:36:58,True
U000590,T0002606,reply,2022-04-29 10:45:46,False
U000974,T0001574,retweet,2024-08-10 08:19:20,True
U000622,T0000470,like,2025-07-30 01:07:22,False
U000252,T0004076,quote,2022-05-07 15:03:51,True
U000596,T0002401,quote,2023-03-26 06:28:19,True
U000537,T0000901,like,2024-11-29 00:16:49,True
U000347,T0004838,quote,2022-06-03 06:57:50,True
U000665,T0002398,like,2022-09-19 04:58:28,True
U000143,T0000287,like,2025-09-17 06:33:55,False
U000553,T0001784,retweet,2025-02-05 11:08:21,True
U000025,T0004594,retweet,2021-12-18 05:48:54,True
U000186,T0000199,like,2023-08-17 10:57:03,True
U000817,T0004056,like,2024-05-23 10:41:48,True
U000696,T0003310,retweet,2022-05-29 07:09:44,False
U000185,T0000123,retweet,2025-07-07 13:42:35,False
U000898,T0003665,like,2022-11-24 20:21:28,True
U000574,T0000240,like,2024-03-20 04:17:49,True
U000601,T0001933,like,2022-10-22 01:05:19,True
U000897,T0003747,retweet,2022-08-23 05:17:26,True
U000686,T0001129,like,2023-10-12 14:40:00,True
U000125,T0000738,reply,2025-03-29 03:14:15,True
U000145,T0004934,like,2022-08-01 06:14:58,True
U000875,T0001129,like,2022-10-09 15:03:59,True
U000338,T0002883,like,2022-02-04 05:36:52,True
U000876,T0002965,like,2022-07-25 16:44:17,True
U000386,T0004231,reply,2025-07-26 00:39:11,True
U000201,T0003876,like,2021-12-03 19:49:52,True
U000289,T0000630,like,2022-12-27 11:14:01,False
U000017,T0003158,retweet,2025-05-19 05:47:31,True
U000068,T0001620,like,2025-08-09 03:58:55,False
U000448,T0001464,like,2025-06-25 03:32:17,False
U000419,T0003950,like,2023-02-12 07:21:14,True
U000289,T0002365,like,2022-10-08 00:10:53,True
U000263,T0002991,like,2022-08-05 10:30:17,True
U000978,T0004855,retweet,2022-07-20 00:54:23,True
U000624,T0001056,reply,2022-03-24 01:25:16,True
U000400,T0003922,retweet,2025-01-07 06:44:38,False
U000579,T0002064,like,2022-09-16 15:33:28,True
U000906,T0003071,retweet,2023-06-06 11:20:27,True
U000605,T0000527,like,2022-07-03 17:28:18,True
U000139,T0000369,like,2023-03-13 19:26:07,True
U000168,T0002060,reply,2023-07-01 23:22:39,True
U000435,T0000186,retweet,2023-08-09 19:49:51,True
U000612,T0000437,like,2022-05-05 02:37:07,True
U000788,T0002414,like,2023-03-16 07:53:29,True
U000800,T0000879,quote,2025-03-06 20:25:33,True
U000892,T0001313,like,2022-07-07 03:01:46,False
U000570,T0002142,like,2024-04-04 18:37:47,True
U000141,T0002474,like,2024-05-25 20:01:54,True
U000971,T0000112,like,2023-12-11 05:38:20,True
U000147,T0001126,like,2023-01-28 00:07:11,True
U000973,T0001768,like,2025-08-20 05:31:16,True
U000002,T0002052,like,2025-07-13 09:52:52,True
U000668,T0004416,like,2024-11-01 17:15:19,True
U000554,T0001708,retweet,2023-11-13 05:49:51,True
U000532,T0003088,like,2024-09-22 21:15:05,True
U000390,T0002162,retweet,2022-11-20 10:05:27,True
U000317,T0003868,like,2025-10-14 03:48:44,True
U000198,T0004532,like,2023-07-19 12:03:37,True
U000437,T0003163,like,2023-05-27 01:36:22,False
U000805,T0003462,like,2025-06-04 04:46:38,True
U000667,T0003821,retweet,2025-10-05 09:17:55,True
U000243,T0002391,like,2023-05-18 04:19:32,True
U000039,T0004083,like,2022-05-28 00:27:54,True
U000661,T0003380,quote,2022-08-07 09:27:59,True
U000300,T0001776,retweet,2025-02-15 03:12:24,True
U000748,T0002230,like,2022-07-12 02:14:03,True
U000275,T0003963,retweet,2024-04-23 11:01:23,False
U000778,T0002446,like,2023-10-15 05:18:47,False
U000813,T0003171,like,2022-12-05 13:49:52,True
U000517,T0002415,like,2024-09-03 08:21:59,False
U000163,T0003208,like,2023-03-14 05:00:41,True
U000025,T0003280,like,2024-01-25 02:19:09,True
U000026,T0003501,like,2022-08-10 14:05:20,True
U000176,T0004239,retweet,2023-10-15 14:47:38,True
U000028,T0003280,like,2023-08-17 03:58:31,True
U000274,T0001144,like,2022-06-02 16:13:47,True
U000212,T0004895,retweet,2023-10-17 16:08:17,True
U000883,T0003957,like,2025-04-08 13:37:09,True
U000810,T0002746,retweet,2025-02-27 16:00:50,False
U000038,T0001219,quote,2024-04-10 05:17:57,True
U000399,T0000441,like,2023-03-18 20:50:19,True
U000722,T0003307,like,2022-12-08 15:54:48,True
U000391,T0004784,like,2025-08-29 05:31:25,False
U000363,T0003821,like,2022-09-10 07:24:38,True
U000233,T0003389,retweet,2022-03-17 17:46:30,True
U000475,T0001126,like,2024-01-23 09:00:18,True
U000582,T0000930,reply,2023-04-16 14:57:16,True
U000838,T0003827,like,2023-12-20 21:00:00,True
U000186,T0000281,retweet,2022-11-06 10:00:09,True
U000297,T0003171,like,2025-08-08 22:54:28,True
U000915,T0003754,like,2025-10-09 05:43:45,True
U000601,T0004917,like,2025-08-30 05:53:03,True
U000847,T0000928,like,2022-10-01 21:56:54,True
U000763,T0002240,retweet,2024-11-02 01:45:11,True
U000017,T0004931,like,2024-12-10 17:52:59,True
U000008,T0003389,like,2025-04-19 01:40:58,True
U000159,T0001371,like,2023-04-05 08:22:41,True
U000928,T0003406,like,2023-12-06 09:20:25,True
U000636,T0002736,like,2024-07-09 14:47:05,False
U000569,T0001250,retweet,2022-10-16 08:02:24,True
U000960,T0001836,retweet,2025-04-06 23:45:22,True
U000348,T0003256,like,2024-01-16 08:15:07,True
U000871,T0001453,retweet,2022-10-09 11:03:12,True
U000625,T0000075,like,2023-07-02 21:58:39,True
U000853,T0003501,retweet,2023-08-22 15:50:45,True
U000495,T0003344,like,2023-06-20 06:51:35,True
U000754,T0000719,like,2025-01-10 10:26:57,True
U000726,T0001574,like,2021-12-26 22:52:43,True
U000726,T0003309,like,2024-05-20 05:00:55,True
U000535,T0004439,like,2023-01-23 15:05:48,True
U000054,T0002082,retweet,2024-01-31 09:36:29,True
U000807,T0001793,retweet,2025-10-19 11:26:03,True
U000256,T0000333,retweet,2024-08-20 05:36:14,True
U000879,T0001332,like,2023-12-18 00:13:01,True
U000883,T0003989,quote,2023-09-17 09:31:52,True
U000952,T0002847,retweet,2023-11-06 10:21:37,True
U000419,T0003284,retweet,2025-10-10 17:47:09,True
U000898,T0003719,reply,2023-06-28 10:27:25,False
U000708,T0003462,like,2022-04-09 17:34:24,True
U000377,T0002241,retweet,2024-09-22 21:13:34,True
U000590,T0002401,like,2023-12-24 15:23:19,True
U000891,T0003769,retweet,2023-07-01 03:09:05,True
U000435,T0003696,like,2023-01-30 16:35:26,True
U000343,T0001418,retweet,2021-12-08 16:21:55,True
U000006,T0003093,like,2025-05-11 02:49:50,True
U000232,T0003731,like,2022-08-29 06:26:37,True
U000532,T0003480,retweet,2025-11-03 02:08:07,True
U000211,T0001653,retweet,2022-08-10 07:49:02,True
U000750,T0000369,like,2023-12-09 13:32:09,True
U000124,T0000123,retweet,2024-07-28 05:17:19,True
U000079,T0001888,retweet,2025-06-21 21:14:33,True
U000066,T0002548,retweet,2023-11-27 09:02:53,False
U000085,T0003742,like,2024-05-10 12:07:22,True
U000816,T0003142,retweet,2022-09-05 10:00:03,True
U000428,T0001630,retweet,2022-06-17 05:02:12,True
U000147,T0001779,like,2025-03-25 02:19:40,True
U000870,T0003839,retweet,2023-01-02 18:49:48,True
U000610,T0001967,like,2024-01-02 13:58:38,False
U000989,T0004648,reply,2024-10-01 09:56:03,True
U000942,T0001913,like,2024-06-29 20:04:26,True
U000748,T0001694,retweet,2024-12-07 03:58:50,True
U000400,T0004163,retweet,2023-02-13 16:51:13,True
U000670,T0001129,like,2022-11-23 07:20:33,True
U000147,T0004855,quote,2025-08-10 03:21:09,True
U000693,T0004802,like,2022-02-18 05:05:33,True
U000282,T0002442,like,2024-09-10 20:20:54,False
U000090,T0001860,like,2025-08-25 20:27:06,True
U000275,T0002995,quote,2025-09-05 15:25:06,True
U000810,T0001963,like,2023-01-31 21:35:01,True
U000869,T0004114,like,2022-08-17 00:53:28,True
U000381,T0003414,reply,2021-12-21 22:56:52,True
U000042,T0000413,like,2025-03-21 18:21:10,False
U000924,T0000851,retweet,2023-10-19 03:05:05,False
U000389,T0000204,reply,2022-10-10 04:03:04,True
U000064,T0002643,retweet,2025-03-17 09:10:48,True
U000378,T0003187,like,2022-02-09 00:44:15,True
U000924,T0000184,like,2022-09-14 20:03:44,True
U000302,T0000200,retweet,2022-07-27 08:59:25,True
U000420,T0000964,like,2024-08-26 08:17:22,True
U000784,T0004529,like,2022-12-15 13:17:30,True
U000634,T0000067,reply,2025-05-03 22:31:53,True
U000105,T0000036,like,2021-12-28 18:40:06,False
U000730,T0002143,like,2022-11-18 15:30:13,True
U000077,T0002736,like,2025-07-31 23:58:10,True
U000684,T0000860,like,2022-05-08 06:26:46,True
U000088,T0001851,like,2023-05-30 13:33:20,True
U000811,T0003358,retweet,2025-12-02 23:40:46,True
U000113,T0003624,like,2022-07-15 20:29:23,False
U000552,T0001943,like,2023-04-18 12:14:37,True
U000274,T0002484,retweet,2022-01-19 11:16:48,False
U000336,T0000057,like,2024-04-15 10:14:49,True
U000357,T0001111,retweet,2022-08-08 07:06:33,False
U000946,T0000524,like,2025-06-20 14:42:10,True
U000887,T0003839,retweet,2024-11-05 20:45:43,True
U000085,T0002925,like,2023-10-19 21:59:51,False
U000889,T0000117,retweet,2022-03-19 01:38:18,True
U000468,T0000901,like,2025-11-30 13:05:38,True
U000518,T0002003,retweet,2022-02-10 22:15:32,True
U000635,T0000973,like,2022-07-25 12:35:54,False
U000533,T0004877,like,2025-02-07 16:41:57,True
U000989,T0003994,like,2025-10-02 20:14:05,True
U000167,T0000471,like,2025-02-10 09:59:34,True
U000519,T0003957,retweet,2021-12-04 10:38:26,True
U000151,T0004061,retweet,2025-04-04 01:15:47,True
U000648,T0004787,like,2024-04-30 01:48:02,False
U000280,T0002230,like,2024-11-01 04:28:17,False
U000187,T0004249,like,2024-10-03 13:57:54,True
U000642,T0003366,like,2025-02-12 06:47:10,True
U000879,T0001593,like,2024-09-20 18:42:48,True
U000406,T0004011,like,2022-02-10 13:29:48,False
U000559,T0000901,retweet,2024-06-19 08:27:36,False
U000147,T0003930,like,2025-07-29 08:02:42,False
U000787,T0004291,retweet,2022-11-18 16:38:44,True
U000089,T0002736,like,2024-09-15 10:41:22,True
U000024,T0000135,like,2025-07-17 20:00:47,True
U000367,T0000114,retweet,2023-06-20 02:04:04,False
U000469,T0003801,like,2025-01-08 10:37:56,True
U000197,T0004925,retweet,2023-06-14 07:47:31,True
U000988,T0002418,like,2024-05-19 06:01:13,True
U000700,T0000036,like,2023-09-17 11:47:12,True
U000587,T0004185,retweet,2022-12-29 12:57:09,False
U000623,T0004241,retweet,2023-12-17 15:39:47,True
U000611,T0001860,retweet,2022-06-28 13:12:41,True
U000240,T0003751,retweet,2025-01-09 09:45:32,True
U000048,T0000240,like,2022-08-18 22:45:58,True
U000191,T0003940,like,2022-05-25 09:06:43,False
U000041,T0001987,like,2025-11-26 22:51:34,True
U000579,T0002445,like,2025-09-17 06:51:05,True
U000566,T0002172,quote,2023-05-31 19:17:58,True
U000979,T0001579,retweet,2022-06-07 06:25:13,True
U000374,T0003491,retweet,2021-12-18 20:45:24,True
U000999,T0002136,like,2024-09-20 20:36:13,True
U000716,T0000561,like,2025-04-17 22:20:00,True
U000549,T0001682,retweet,2023-01-31 14:53:39,True
U000115,T0003940,retweet,2023-01-20 19:46:52,True
U000101,T0000727,like,2022-09-23 09:46:20,True
U000822,T0002484,like,2024-10-07 22:35:10,True
U000213,T0001451,like,2023-04-13 10:32:44,True
U000621,T0003597,like,2022-12-08 09:07:04,True
U000041,T0000354,like,2024-04-12 02:41:09,True
U000408,T0001401,like,2023-05-11 01:25:01,False
U000990,T0001172,like,2024-06-26 01:03:07,False
U000352,T0000006,like,2023-12-22 19:56:26,True
U000734,T0003462,like,2025-11-05 00:29:41,False
U000243,T0000484,like,2023-12-07 09:22:37,True
U000791,T0003060,retweet,2025-04-20 21:04:15,True
U000536,T0002409,retweet,2025-06-13 00:19:08,False
U000711,T0001481,like,2024-01-20 14:38:01,True
U000175,T0000851,like,2024-06-12 09:57:25,False
U000956,T0003943,retweet,2025-02-15 01:21:23,True
U000797,T0003957,like,2025-04-19 06:57:42,True
U000286,T0003001,retweet,2022-05-29 21:51:21,True
U000488,T0001832,like,2022-01-25 04:45:29,True
U000605,T0001033,retweet,2024-02-28 01:08:32,True
U000435,T0001185,retweet,2023-07-12 13:21:00,True
U000100,T0000088,quote,2023-09-25 19:01:41,False
U000526,T0003090,retweet,2024-03-24 18:11:19,False
U000320,T0002991,retweet,2023-03-05 18:04:10,False
U000510,T0003620,retweet,2024-07-18 04:08:49,True
U000902,T0003095,like,2025-09-23 06:39:13,True
U000401,T0000898,like,2025-01-07 14:13:22,True
U000385,T0001122,like,2023-02-19 06:01:13,True
U000223,T0004365,like,2023-05-23 17:13:28,False
U000403,T0003722,like,2022-12-17 04:54:06,True
U000466,T0004297,like,2025-04-24 03:47:25,True
U000485,T0001708,like,2022-03-16 18:06:22,True
U000636,T0004858,retweet,2023-11-03 11:16:16,True
U000898,T0000694,retweet,2022-03-18 13:19:39,True
U000653,T0002788,like,2022-11-18 10:23:38,True
U000487,T0001323,like,2022-06-22 19:38:00,True
U000467,T0004194,like,2024-01-13 05:13:59,False
U000756,T0000527,like,2024-03-16 17:56:38,True
U000720,T0003269,like,2023-09-24 11:55:27,True
U000044,T0001000,like,2024-06-11 04:52:20,True
U000876,T0001214,like,2022-12-24 03:28:23,True
U000142,T0003955,like,2023-04-29 04:28:31,False
U000182,T0003056,reply,2022-05-07 11:49:52,True
U000397,T0004855,retweet,2022-06-16 03:24:59,True
U000875,T0004999,like,2024-05-17 14:29:52,True
U000521,T0004937,like,2023-05-15 11:56:40,False
U000725,T0000542,like,2024-12-05 06:04:24,True
U000318,T0000470,like,2023-09-11 15:15:12,True
U000557,T0003998,like,2023-06-12 23:43:07,True
U000812,T0001389,like,2022-11-29 00:05:21,True
U000453,T0000123,like,2023-05-11 21:29:16,False
U000516,T0000542,retweet,2024-03-17 19:00:37,True
U000281,T0001300,like,2023-02-12 21:50:51,True
U000383,T0000507,retweet,2022-06-27 18:42:01,True
U000242,T0001070,like,2023-01-01 00:37:41,False
U000426,T0004250,like,2023-06-14 13:25:18,True
U000143,T0003422,like,2022-12-17 18:48:28,True
U000841,T0002106,like,2022-07-09 11:05:49,False
U000620,T0003080,like,2023-05-02 18:17:36,True
U000872,T0002038,like,2023-03-26 05:38:14,True
U000643,T0003522,like,2024-06-13 09:35:16,False
U000613,T0003798,like,2025-02-28 10:23:13,True
U000981,T0000389,reply,2025-06-18 07:39:46,True
U000250,T0001085,retweet,2022-05-30 00:52:37,True
U000389,T0000255,retweet,2024-01-28 02:43:32,True
U000007,T0000114,like,2024-06-14 08:24:54,True
U000335,T0004790,like,2023-05-18 11:05:50,True
U000912,T0000704,retweet,2025-02-14 07:06:32,True
U000602,T0004481,retweet,2022-02-04 20:54:47,True
U000679,T0003313,like,2025-10-30 18:00:55,False
U000548,T0002281,retweet,2025-03-25 16:57:54,True
U000584,T0003969,retweet,2025-11-22 18:54:43,True
U000430,T0002938,like,2024-12-13 08:57:27,True
U000439,T0004020,like,2023-04-14 14:34:47,True
U000201,T0002537,like,2024-06-09 01:34:35,True
U000136,T0002835,retweet,2024-01-25 13:40:12,False
U000107,T0000247,retweet,2022-08-14 17:45:09,True
U000247,T0001849,like,2022-01-12 22:12:17,True
U000349,T0000435,like,2025-08-12 19:33:55,False
U000447,T0000130,like,2025-11-23 12:02:59,True
U000650,T0002324,retweet,2025-01-14 18:49:13,False
U000376,T0003853,retweet,2022-06-14 05:43:04,True
U000681,T0000067,like,2023-08-30 02:25:13,True
U000133,T0001187,like,2022-10-11 07:16:26,True
U000439,T0003326,like,2025-07-13 13:04:00,True
U000251,T0003572,reply,2023-04-17 01:57:22,True
U000980,T0003187,like,2024-07-21 02:50:08,True
U000156,T0004414,quote,2022-09-29 05:18:52,True
U000935,T0002069,like,2025-07-12 02:54:27,True
U000251,T0000351,like,2024-10-01 23:07:32,True
U000385,T0000670,like,2025-09-06 07:15:02,True
U000219,T0003171,like,2023-08-07 10:25:35,True
U000861,T0002299,like,2023-05-13 17:54:47,True
U000180,T0003984,reply,2022-05-06 10:48:45,True
U000051,T0003063,like,2024-08-07 23:24:03,True
U000092,T0000116,like,2025-09-28 02:10:53,True
U000929,T0003028,like,2023-10-24 21:39:06,False
U000841,T0004549,reply,2024-08-31 16:46:08,True
U000172,T0001916,like,2024-09-25 05:58:26,True
U000251,T0004083,like,2022-04-21 00:49:23,True
U000824,T0000934,retweet,2022-07-14 23:10:59,True
U000481,T0001018,reply,2025-01-28 06:10:24,True
U000398,T0001231,like,2025-10-21 05:39:09,True
U000844,T0003943,retweet,2023-07-17 03:32:00,True
U000421,T0000337,like,2023-08-15 20:01:59,True
U000012,T0003252,like,2024-05-27 12:22:52,True
U000335,T0004563,retweet,2023-02-24 23:21:48,False
U000980,T0004594,like,2023-09-08 21:54:36,True
U000395,T0003882,quote,2023-07-18 15:52:43,True
U000141,T0004280,reply,2022-08-05 14:34:44,True
U000955,T0004472,retweet,2022-04-09 16:28:27,True
U000590,T0002556,like,2022-12-23 06:26:53,True
U000465,T0000042,quote,2025-04-05 09:41:29,True
U000543,T0001678,like,2025-07-24 11:06:57,True
U000676,T0001399,like,2023-12-31 04:59:24,True
U000920,T0001919,like,2023-05-02 12:53:15,True
U000782,T0002085,like,2024-09-28 03:23:28,True
U000285,T0004798,like,2023-05-15 10:11:09,False
U000727,T0000561,like,2022-05-14 15:29:43,False
U000805,T0000127,like,2022-05-27 01:03:09,True
U000947,T0001122,like,2023-10-16 22:52:14,True
U000663,T0002030,like,2022-06-23 12:55:34,False
U000757,T0001185,like,2023-07-07 15:03:29,False
U000486,T0001321,like,2021-12-15 06:44:45,True
U000391,T0002480,like,2025-10-17 14:23:27,True
U000254,T0004478,reply,2025-02-04 10:28:24,True
U000965,T0004528,retweet,2025-01-02 09:19:38,True
U000110,T0004363,retweet,2024-01-18 12:01:59,True
U000495,T0003687,like,2024-11-05 14:13:41,False
U000908,T0001388,like,2025-06-03 23:17:58,False
U000814,T0003351,like,2025-12-01 04:33:48,True
U000809,T0004160,retweet,2025-01-28 21:01:18,True
U000282,T0001511,like,2024-10-22 12:19:45,True
U000392,T0002610,like,2024-07-21 23:40:20,True
U000949,T0001778,retweet,2024-02-18 04:46:17,True
U000417,T0003015,retweet,2024-08-06 23:42:39,True
U000716,T0003051,like,2024-03-13 09:58:09,True
U000710,T0003984,like,2024-05-14 03:00:27,True
U000803,T0001852,like,2022-03-13 00:10:01,True
U000994,T0001310,like,2022-01-29 13:53:20,True
U000756,T0002271,retweet,2024-08-14 23:07:53,True
U000622,T0001832,retweet,2023-04-26 17:47:47,False
U000343,T0002281,like,2023-11-14 10:55:07,True
U000335,T0003763,retweet,2023-11-26 08:22:51,True
U000802,T0001852,retweet,2022-09-02 09:15:34,True
U000335,T0001966,retweet,2025-02-28 22:51:05,True
U000180,T0000916,like,2025-02-18 09:53:51,True
U000419,T0000674,like,2025-03-22 04:31:05,True
U000656,T0003665,like,2025-07-11 09:25:40,True
U000289,T0004239,reply,2025-02-09 20:02:47,True
U000560,T0003696,quote,2025-06-28 12:25:17,True
U000796,T0003856,like,2025-01-16 03:33:28,True
U000522,T0002380,like,2022-07-03 21:08:11,True
U000582,T0003171,like,2022-10-24 21:04:20,True
U000229,T0003835,retweet,2022-08-03 18:28:05,True
U000845,T0001969,like,2024-03-13 05:34:31,True
U000944,T0000856,retweet,2024-06-28 06:51:00,False
U000502,T0002450,reply,2023-02-19 22:15:57,True
U000376,T0003187,like,2025-06-11 06:11:13,True
U000359,T0003856,like,2025-08-14 21:39:43,True
U000610,T0004128,reply,2025-11-29 16:26:12,True
U000155,T0003943,like,2022-11-23 18:33:34,True
